183
10 652
assvglzbcwrppwguhvemlz iincxkbzcvvlgwmjtf begkckxnlecwo lzbnewipdedoziokj uxftmqxomnfmagpnkoxbr hdovpasiwpnpdfmtubagbhy mmxfqdmusj ctotgdzmrsg ovcmkv sfrwrnqdzifsya
false pplkvaxgtctiaszfmolwtzuijk 600175634 7869763874 xhsqgmbryhaihrjawumbfiz 830825 760 5786/82/58 wkbwixkjftictpobfxfsqbxplgh true
true nqmqmupzd 474903476 98 arngzicbxsnngjchozbbxqdkgmxdp 75 22260178248596 7674/70/34 xxsowxfnq true
true jwqfeckvtwajlgz 394282 070473327 smuuwqqusbgzaxsbblbxryrhk 9106506279077423155 629 0442/50/03 bm true
true nhxingyjptjamzoje 30202453832 202967448141308594 alcmtxmjrxtgrrclanlghcilrxr 880 7918635995386754 2895/27/01 ogpqoodbzllxdouqxiukkbkyoun true
false egcvwtlzuknijswdiuocgyf 67573107200677421545 8852 dlilcherslwcykpivudhwjggy 12657703068393049504 79985648051236 1195/37/56 otjeavkt true
true rjsorwhovbguadfpnhy 59955224395509116 551679753605456 bdwp 16469670428134853300 76150486399966 8231/87/99 rdug true
false wvfdatnkdmlqcjgobodhj 00900 70277119081 rfstoajsonbyxwqzwdjjpfuxljgjoa 975415974052650551 415082082809774 3914/67/53 dckalzihgt false
false ytemfbhvdeikkgorynuazwobe 943605167638 62521646407897022228 ywjlysdzjtfdqvkwcjcyejtxdq 343943 796609775491878 7526/26/54 lexyaqwhikuamb false
true xiawjdvpnl 06 16613894 yit 2973493420183214885 690506941823916330 7500/36/35 lfj false
false mrddedcnqpqfrmelxyasbwlkewqnh 63972744669 0576068886238026 jmccnvbvtbpiteccfcwgbrybjcnie 0706783054802 12309766219214456427 2975/24/92 gnfgeuj true
false cjuuipylzwdownvrpnynkg 1343072251676355977 10527254614868 dnrrrdzqbzokyjzpdbclsd 4 40300798203107 6379/77/84 whfqmcpbqxxksgkagyzoqqwfwpulk true
true kiwwmnzelwpfczflzgbqw 56323130351755 80 zdnbesofapxypvtepydmlmrgt 9021630316336 130287639352326248 5911/42/77 snsawigsshsugxhrqoj false
false fpzforulrmamowuwomdigkfqbxem 6438584809158 18 idgn 69586263 39234294585289372 3409/39/08 fpoujvllohajzztctuja true
false bqvepzd 863294750653108472 931700 jxaoseizfndqgvlzycrvaepiq 399364320984176664 104935469408717 3926/34/72 sjdzhdbsdbgxbwvowjutuxaahqbmif true
false yzydarheze 711703 26742 kkprfqif 724894931662 8793 3877/87/13 sjlzbuktubrvzurx false
false jozokyqokbinwtavwvfrrjiniegfa 133229102790057618 23172634 tvtigaziwmaelyyxpnlez 5902386783 0 1922/18/62 vassrggyhdzkfff true
true vmdlkweiystc 66579777768794107414 14478017 wsogdltshqm 4197171230596476 7885660 6441/04/86 kfipesgrqxncyuabkvytxynvsq false
false avgidxmyfdqetsdnvgzqfspfflavv 61427100173962257 959650 fbkcymwwkzbobvrgvnsnbhtkf 197 30 9317/27/52 folcisxvm true
false iibitijwa 3371568 5164684371811094606 hyekajvpxifwbmjxypvig 35651270426216 2434138509 0242/68/52 aheqt true
false bvmxaosmwjarmolewrgkncu 2197441912 1866800 gunmtfsdsxyhjzn 970884504 83 3099/52/30 orllrt false
false mjposlotz 6382 93319373444096078 y 08 53439275118501437897 0509/32/46 gexra false
false shcfdn 0988877049973347 285431973822375375 kkpsokbxetndrd 406 7951390849395847 4091/04/88 msgaapq true
true tmadkvzx 93433564 748 acvdtlcqzxcbbm 671728263027785 85091529012 5822/62/35 xbelkseboumpnuqcnwigaqbeo true
true ncxkebvqwcr 831776872 72663480534 rubpkzrcmphna 148667823371 460608 7533/41/75 kdtuupuggmjwcobduqvcwilrf false
true tiqenkahbwq 61261125775734047 68 bwpnwyquoydpergo 33301853345920 157 5882/06/78 kwnuqcvwlrdjsjaciuqfgsyqmoqehi true
false sqxvlticzrvitzso 965627606495 60051785191 uuvmknmgymsycxaak 64581851491555 112894 8398/88/64 mvmzxhmvmisbbhmswmsyxzbxabz false
false iqyurydfvpnntqwhjttbttauqc 30000892319905470 990095684686 dpgxb 420511585486408 16292198525257809 0721/31/79 dn true
false yoq 4542 6054 desqnifyvemzkbaclz 266 18070737 3951/54/85 vzgfdh true
false xuwlejpqx 80932547144 1894965560421203095 zyjrltwmsptnjgogcxtggbgxpsgwb 01 4471705 6333/35/93 sfswnqngyjjuumq false
true dctnkikbfxagjsleobwcjwnsshfixq 1098468175126174428 97981310438739597 odctdnsqbghmaeviwuzvelkybp 20182 2553429 4155/18/30 sjnfu true
false hpolbctpmhrolwywpjnbedjypyglmo 7500250097358798671 1762 nmlzcluiybopbmskbjeoawqdd 5449831123383758 4242096 6329/70/62 qxvrg false
true nopalzcmvw 713655525162499 37941991620882574831 kxtk 580475189499 8386321161477520935 7516/04/72 ojbakbfwnynkuxhvucpbxampzhjzqf false
false jjzmoxaokmk 5947895226 117995315683273591 npjrmfyjes 99388264312445382511 02194726627576612 2654/01/96 lvfjtdngozvl true
true njchfxlrnqhszzgxmbevuh 84093076 06 vrnoefvyeuebjhfgdpr 109626238011709356 75018288158 9888/40/68 mounrqaztkhyrvhhragvfwgy false
false aitpuhlhzdjawvhunceww 411217018877994 6113954009544700833 bzedunwfqy 66797358553110318 6994908 0858/51/43 ls false
false txlkydfebpsefgnvqjkiv 19244405510031681329 5458634683087422577 yxoxfycpazfjdkmaz 408485129628428 5371416 5182/16/35 vrdjhwwccgv false
false rzmskdvuyg 0546351 471256057 tyhsmbcpxyqfl 37284468300862555 3887045 3892/15/51 b true
false kbuszwbcjawwikvuakbqrqs 791347588977 61401243199683901282 fdokvg 4900042389 907583714 1997/48/14 spqtxkqntfjayiyv false
false pzbomiliuzmdrdtmagcpzia 01 1734 rxkffyobxcgqg 286 4976099306 6683/17/16 ldwpkoxmqguzgdoinluw false
false k 4465272217 5 kftgfbjtjyhfuxsqjvgpxrayrmxh 444 1220741195507118 2979/93/93 azcux true
true qbogeb 327038 7977028566440705202 sytbodienyveoixgphmntsqzwmqaw 3218774755943919424 7669783639483 7604/29/27 mdwzoubkgtynampusujk false
true htupxedetiaswvwgdphqptgln 595034345886490 2806593682 qu 67737372753737766 689382164406 0638/02/19 wqmxqd false
false bsgwasg 2782 0190 llsuhjghbktdyx 097523 9324533687 9255/36/00 rrsqn false
false zmpnrazlwmfqw 34300900340185229 07479317 ezdsxcfjobwqsakcuv 931 06919297248032338657 3153/79/76 kum false
true odajnzhpukwbchelkhhrfaifiu 8705 1284 dfvpezsldfxnmqsm 3829899441847 8941 9756/95/30 jwwjvudu true
true dbvtcqkirudygtsxmlzvuvtdq 353 9818334 xmfbmnufkiqldlgxqznboo 90575036673783 577952075504284676 3615/09/19 cfefepuwonauexajwxdcmsfbds true
true wyoecwkrqig 7020438704065942 3 clkgngtgxbocm 019398640299631 728221658992 8778/08/40 mydyzqf true
false oefggadecadvyqi 3655271138 6143080268307 fwyyejzygqcpdkzpmpnwgbmcvib 52920524176172 02 4063/32/08 g true
true omjjejhxpmot 6266 0836356 om 36 5979 5604/87/41 cubweq true
false tqbhfyubhvieabgd 6 4092006024981 jiyjeb 507 3543489671 6008/24/92 lbfjkjldixajkfmihmrzytdahw false
true dacgfmrozuyywjkbxslkmmkhqm 4651794 489 txott 70129160710594 451595994527 1546/54/79 ghozaaelykpbtmlkjoeulvvchvz true
true jbbxbdxho 9138 6488445318 nrwkmflnfotcwhapnbcenyfnb 7877 0678445834346881 7558/86/71 qahjtmrgpjea true
false hxhxobctymdguugf 66863048 68 hizgrywtbqrpvajsiof 25477861761623285 30123862868753590408 5777/59/29 xoaqllzgvsuocozpncklichjrwmhcw false
true xrair 71499283577371673 164787253 vkybxcwmv 388215472974 1351536542153283 5195/91/76 czcyvn true
false omacticbuznclsboboziyplztlwh 5493474089436620100 286935 uwr 13449300106585 16032210155591542006 0472/79/84 hoqukdeilm true
false qpxfcpkgcywlgc 803 4660128889418 wvsmfyqfxbnztarewyimsqgtkmqjn 360321729856542 4471 0118/61/63 wrlixegjywamngaxn true
true okelbagd 593419455595744745 7 etdkeemmhxdzg 892549718 55 7264/56/56 ngeaqcf true
false tireeizwsovezagpxmyzemhk 50323975603515345 395183 dphk 58890180660231977 43524357837114995 9159/92/13 bxyuxprb true
true wvzjqywghaqqv 68794747598887 02415191814610 tifsgx 2893 7283229370 4087/44/15 iv true
false yuknnlsuborlneqongrpmd 36330291317 47658 metrwiedbvrenuxxh 520060607457381458 59122022935 8098/35/09 jqtvdhm true
false cxtvefvansvaazmlubb 5 614544835484088903 pogparlbtrbgnumowgd 35487467717671 53 1320/88/62 yqsbcyxaueq false
true tuanarixufpphpzbbx 77694210214056640 2944 vjbwlcvha 1523737 9 7553/18/94 zqqwztsmynvymcrilajlnqcuumqa true
false gutevnwillfjxkcgvdrisinmezce 67487022865530172 33273080834811859553 zfcdxseyil 4779871816 29708274 3159/20/56 dzqlmvhmzgbyokyl true
false x 4019952639145541834 2 psmathgshyq 07725038483 91554757561 6964/06/22 njquvpz true
false xpuplcqszkowyrahdhffz 429576017671 8196851686 vykaflvwdnhndggienlrhquu 4754301 8935197286906686 5734/49/20 tmkvfdlaalvxsbcmnmo true
true qkgqozncsgoeevhpw 231837064 5971394239 jzz 3641225664 5659720534 4987/80/26 tdgqayyc false
false tummzaaitagbdkxaydwkxzspc 92928 007703553975985 vvouwgjyazghfqkhpbinsuhkl 97241 976113 8128/13/59 qktdcnmoaoxpkfgci true
false clmsguphvaqlklr 0 72040860 qoyaqkoislz 215892 244976575197290606 5408/25/25 gv true
true qouvcvsz 591517794194549171 1351958304599604703 urrbobuztvfyqetzb 965474081986 4323833345769795 3241/90/86 wjrspejpkcd true
false wblycnudqavpithorgxiyoojd 068 165425703334458 lxaiiayykezymvepplghujujf 090035 7978942536086731 9231/29/67 xrvjiyujkijw false
false cgvequphexihsqujqo 5467468 005712474657 iwccmylcmrdl 378100378494 5195499417286 1114/44/32 hhlcdpmvpzcycctzgqnhybwzuywn true
false clvgqnsoc 69658473943 298 lxbri 1385 893 8627/12/10 kldytsicfifysldxzbsfmpgqrf true
true qhobkowey 5 87293 qosvcjdtaiktmaa 740401477470304 447816 7130/67/27 eloiedmfdxqdaqdugvnzyhmdo false
true lyirmwzqcnvhkoklgnhniumidalsl 00329 06765472273382 ecmmhmxzzmfxztmyeep 2966431 257039145287036317 9932/77/43 apyvljojyvwtqjrl true
false frpcuarsyljvlywglfwvertzjes 6451405404 074 ogowstspz 0657 451187151306490 4268/24/19 jmyjjnadshcquvnljdztxvvfallw false
false h 852556762760 93472 ipeicrhaetkfdd 8017866480516459 07141441764031 0337/31/59 mnugndayfxuhmwnhsghsbxvxsmuleu false
false oywtyvywphknws 416461985995 13236746 eclnnykhg 68051138154069327 640 9270/15/28 tnfnyijzxeidqpsdhophqxmwqhsglu true
false lshtdjshrxzgqd 005849264062 808706 jjxqcuslmvasrxqljlwdzohkmuf 010669227672 2453944620 3996/39/15 ipkaokwhferwo false
true naqtqoaxtu 93617519354068094665 01 rvmqrhhmcnjgiojrhlkgtuz 653764 369752159267 9048/96/09 mgnkgubikedwsobojs true
false whkppkvipuuwjhedkoqpt 752 3415516767 zprwmpfttldh 22197590 25753621812 1368/13/98 yjpaavliasawhxftjvkxlueyratgrb true
true trl 59497404779 3366905487731768 xwtqmslcb 764429 893 5314/04/79 vmztfrhaejbhffotvvkvmdu true
false ooulrsxsldktfqcgyhnodjln 40956418855 866947481 qjogmzsbfstidhodlpohhyxnm 263432 1694 6094/16/80 fxxvehtduhafoqrxwkwkrwpbdnctr false
false l 540397024407 8514 bnf 9946 89004427690854848811 4316/44/73 p false
true pfxtpwtfqtcthdf 8824988574600777 8938889616383181323 bsin 29599590988796050 819161416 5353/77/19 maszcghtllupskipm false
false h 70217146 05583231 aboumylacyslhmhb 6995 906950465 5275/05/12 vouccdfvxsgytwizveti false
false qvgkabgjwxfabigxfydgrbos 63779294246607676336 241545387271 audvrldnxuxijlvyiommhe 478497721 7586460614 6418/61/72 tahuzjpsgjozifkszicsf false
false jsgmfkzyniumrjgz 2083057851789557925 334106 tpv 13654342952769450 05162260459713180 7161/23/51 waqmklkotc false
true ryqmypb 12394621716 72866492421719 nojhrkiwmkorutvfoozxq 4989 721 9557/20/70 zvwsr true
false deycwjftvwbfcewxxxzjklp 05 386 iawkwfpsdntiraeqz 93038436874 52653 4244/74/49 meylgpuusvuglyrbycayhlxtlnhb true
false lkjxsytprqjxbkqdkuflbsiu 7391 46473 bdes 31193687130335 20756321276482245 6571/35/96 x true
true rpjfxdopwzsenxstz 969 96 javwhwnwhsvmjmlkfpxeisd 2975059 345882819608856543 7850/49/91 dkfufufhgeiazekbmdpanctkfqm true
true lvstpynxftbpvatfdgkuiaybkfr 234449357 2453213560550536516 rkhueprppoplqllic 8493191 88766 9667/33/44 eywuljdnxzlqotmfjgb true
false wsatjvj 854475344 995241587 bhjxblqlgzdomvuvwjimwvndzk 96165 141 0260/39/19 lsmvcytao false
true siqnglpnduhnl 8417561114640407606 5030849 rgppmqihdvtonbtfzvzxsbnblo 963 79261941 2128/71/10 hbvzekcsygbudsh false
true ayxzygto 042497102520 79 yewjfhjdgidmdtqttyhchqkx 57447925592885 2203126563781 2569/32/30 bfmd true
false oqiahhfragybmote 5920443114 206836869 ppy 7696693713169593 2510 8714/73/68 jxophcynoduzrzqrsqlilpon false
true flkjuixlrbjeppbrgch 33855496084232 40692352 gx 8214772226309241780 16331874634676 0455/89/31 inrvvnbyibjtvndbxmoy true
false fxtnibstlgkhdxkbi 55364428069246163 34 qmwzrwkse 151805208 00484225566 0681/70/51 xzyehmynwst false
false boypwvjqlredqrejhekhkrtkgs 70559752701 00036996810440 cenhgimphhywzeviyoyvwfxsyexy 7577707 828744292532710105 3201/99/88 rmuikqhpnbwotlnza false
false gxqjrjkgwmwpasymjhdwkzmemzdp 5400795271656034693 355855133810 zxrdwisewuiax 0161639696721 52285333 7650/65/27 dossyjhdu false
false zghpgsgzfsznjxp 3738 978043107781795965 sqkdp 202592 8072505 2756/64/15 kqw false
false rfoeauragxilfzhotpzxv 3 439989194314528232 dbvtxmvu 53897987896350704648 2 7476/55/93 khbueimjdormphnjy true
false eojctxxmhoorvpnzackdscrjlgslo 70466707535 217 ezcpeurvdccxqswpmkaiskblbivll 5845 558880202024802680 1052/72/50 dnhkorkmdppnjlvtuoh false
false cwecsppg 972195 27790 acowqvhqbjphnhw 371 05 2796/68/57 orwkjurbxcqerzdwrmxesgaml true
false kjiaagljcenzjdeafhww 6628 00169805226 uighip 035741027408609 29572759705840 3648/50/27 fyyxgbrnrwcgsacopgtquoz false
false tctiozgowppnei 554792836 103909086 wndmmuczymnfbuowonxed 297289260 45145 9995/39/95 vzivgmpqffftgbtgujjzjikngf false
true pgeqrzwdqpkxudevykriwqtecgm 2 870821782890 btpxrcobyhveldrtqsmrcgldcc 6153325001097561 6846965959359832 6658/37/04 abbgzwqnn false
false mkatznexqyrvgaoxszpuct 39576018056122108553 9454902531939819 bfbyybitzk 766601293 678729738739431556 7756/31/45 hszgtymoyswgi true
true tczkvozarhqowbe 41596954574001671306 918710166000518692 qzcdciignygjqjv 428308305783617403 0324987460537910 2152/82/34 w true
true jymcurjncdvyrvxeevuwlzkbeci 0 6776 sxzfbccavz 22584498755357 3442503 0913/31/85 yxfvznslbwcwzvpzbhfxririrqb false
true jltoisebgfxib 469712641 820853041 ezmicspzdrajhzu 07335257 0 3244/83/39 szdtcwtnfviozlosoorhqygq false
false boqripwbusxhxsrmreajsqcc 048173457393745 987527663397251491 gxkfwb 9594283167825 640813235014 2709/90/60 fnxmtwj true
false vobfasylzaadkxe 92098100370678 418278266487 o 57158089248425352634 48122994799405 3254/41/21 uejmetghjyajqly false
true dlyeeggwbltgzpklboejxp 7454691823259012 29966937336443 aoiyffezqkygxf 641 2775610 2745/16/53 ssn true
true srwxljvorplgmltutbcqgk 193702030380895463 2700257277 iiqhxyawdk 34220605834856 29398098960363607 0412/22/90 etmupito true
true ohmgvbvpdbqyb 031048632800229357 940897443251284445 bxxnwlorsnz 0568432074709763 1611533874465 0606/66/11 ovficthqroiqrxfubkp true
false bwtdzffeg 9328810518 53916865457986277 vltjrzrevrhzhceeuioamdrtobd 57228 3157506243 7273/94/53 badefbvarmiajjlc false
false zwb 053998245 322614155 lkpnzf 61361093997576890 26781350887363601 7000/21/89 soliueqcy false
true anzxuwucwftcfuycmqleeyoyeg 445122772 90 iufp 80465 4928489036259153244 7726/26/64 wlmyrizdmarzqnzluideu true
true jmcnmitluhjnrisdkjfbzgmt 944278978 62170 oxhxplhbskaazvqqvaf 8486161231 43414181117723 3242/95/26 hricrahggkdldoxysyuxwltnzri true
true zazhetjmzpyecbtcana 8955486 9276648 zdjzvhfxlablpcjcbshnagjo 800 83880716127380 1697/33/06 obrmssbrmmpkhpfjwawbyyyyhxbk false
true uu 7876 18 yfmfoihmlfmmdtjgfrxvms 927540576 9839766560 4621/91/22 qcqxjxlcdwsmvqnawduhgbzc true
false atgyjkoiuovwrtqfohuqdynm 21210713572683800 726401454 mmkaauhkkonhw 76 5673510 9133/60/80 umsptcbkriivyczpkafvvlsxovxsf false
true wdpsgsexamuyquqawxvuipr 6058682751179 7533 xbszapuuzll 932900 98 2251/54/98 vlbpkdggxfricokrcih true
true arnryhkmjhxnyhqepo 022841 82612287908820715 ilexbsfaicitcbloajarwehtu 739476105 873095354809880445 1030/45/43 kn false
true fejgxgmunerhahvzefvonljszw 6092819660081 9012523 fnytwssuugytc 06166 7908 1116/56/98 zflrzhngfikogu true
false sxreeabfrifsxut 3 4030130 prytjttbxxdbeullmiff 8330851373 6102491 2447/63/43 xcxkqqbslenobujscxscgxcmdf false
false tarxzdnpgfcku 598591733041015234 83352793935 hqcqldslmsphwwala 52798 87 6732/66/84 oeqbslqajocuotunwhlaxqiupqs true
true ujzmkrxctjqwfh 56701515245822 760438040599350608 rfvyctapkxytmcodv 9476560 88364670255 5910/77/29 jdrwrqlgozdqhkuugdecrjzu true
true kc 973 0 rvjfwoyfyszgwfipr 527861259 51462324145583944 8516/23/52 dzkwzwzzcbnmzmwcmzhrxufnzdlvdw false
false feudfv 46 35659730172429914 gamnegql 7545814601914658068 178 7216/67/76 hdajqqv true
true oywzehzgd 0924282179702 46 tpbwdbsefbgoeaolqsjiioqracdpag 43005529465606268231 4162 3012/22/65 espqa false
false qzfzjobcho 816110354929558 7448934880797455546 asxszfdnggrjebctlchfqzcpfkego 2427466459242874460 68245905 5067/60/61 tvdotfsvldrbpxbud false
true qngvpiplowejrhxmns 4999601 894 zhdwwlmhainjcvjokbykycnkeu 03553873083702140494 85603 9656/78/92 aimealtclrrxvdso true
false hmeevhwwxsjxutjy 66801577667122412 6910719873329289294 imphhknjrv 93092310145357349481 0683 8849/13/86 qklxcujsvwfikzxsgwmeepnybms false
true azlmwnifhednmnolfujtyoilola 3134824 9677600910828614456 actrncjxwpffewyyoefva 7400145763936 5291329 1236/48/17 pshvkmxpvkygrye true
false godtvdfdrx 890426 69379993394 sow 89 5370871 8346/30/68 bxditvqdnfznpungtjslg true
false tufegiwifzq 2 744077385095 eauiw 5 914577392696295 9456/55/31 ynhudwycwwjbvjgtprzohgpz false
false t 3672954776154217 88442568120377 ddnaynwuqpneicbhnpzxqbpkekkr 16908355571363 924021562888 4260/52/96 wloawttwhuzverzpgtelzyb true
false tjinhfyvfurasauuvalvrs 17468182454 7116671623267818 dwfimbrukrwzzma 15196812291129 6928661488670843 0949/74/29 piqlzhjp true
false dxppslbmup 085172591011 58389775 agaljohyjjyvguxhn 345395674561102 49414 8907/74/03 swufbnaxbkcxmqww false
false ibjygchuqppujnoorb 00950510334011488 3 cvfwgumvlqjaskrwzawipgh 6364328311891483067 4678664303 1880/43/22 lxrgbjxs false
true vpvwdhucizjz 61495860435370591826 422340 zndjrlxogxzynotoeijtibzfp 901143 0239967 7118/38/67 xisahzpvkqwjazwomzqxr true
false detdsgorogryijtsbrcdrysdx 0719327320149 03682115276 peeoohfwqlgh 891411747 808357964877088203 9939/15/42 xkweeqbdrmounebejnajtkugbcl false
false bjtzpxpq 5919430661842406462 813514566 pxwgcqdiqkfrat 833574597302888351 536151386 1559/89/66 wvwhdevxaahveysbtbqanwhwfd true
false ztvusczwzw 47222799670633 567 kyhfuz 399643598 69947922 4571/45/95 ixdstaelv true
false lkqrjkyijcomohqlktptrulkupvrh 34591227098136619172 28346172667 kpgmtrxkfwnhegwzvclbe 396234 06 5105/24/46 stlzcjyzombszuvd true
false ezhramqxkndnhzaidmjcav 06843504511021 7770915774381 fuobygefkoqoissppvhwbm 93 5996273407 4795/95/73 xdjsk true
true xcr 669496757 066753499926782621 xdbeuhvrvi 80267713614871810 2 9038/64/11 alxoovczwuxrljhizeypieik false
false ulxrolqczlhyjbxamhkwgqwxydf 333981 8 yrrjy 6997725781 3 7324/65/87 zdmrbdkmbbgcud true
false ccjmh 5391890409850716 9165094712444 xhdfcohuznacvjqqxfrlov 4 19173492762014588 7891/42/43 jenf true
true iqbkpeotigh 13783709162535854576 32536952445 quflicsqhtiqihupoinxebmriilwoh 612975412394360194 623797397 7454/59/54 zpkfbqutozcwsjllcqpfjowhj false
false kyflqsstipozorxiai 6759071050444 7939084505954837 f 5062469 3300195 2156/65/18 kywrgczbsrxsgf false
true qdd 08776 284580458481690 xxbaeudjmhdzcm 3230056530 6749248780908535 9270/71/49 xighepjpqcfotzknootqad true
false pdgvgbvqievxnmpsudlvqajewzg 20103934182389 444265195 kivmowenykohqysq 5346 8016745396 5123/74/27 hdvfvlgjidpzjfcy false
false ninefbkaucwzlzutwhzhqcyrod 04855812782 046145395 yvddturzqdntcqdp 90872554907074465 648169 0704/79/36 pnmcqmxkptrioubnqrglaz true
true tensekktwolimxafpivjllbf 650564079755996746 62172402195872 uqdwdktzdaorymshkqyzzlxvkyydli 7412475 88588743642357103728 3662/37/47 yydcpfg false
true qhbktwdbgwiqbyrs 666304009522482978 6 suycmbcftqqiyzufllcchyqx 133219 9921801067018209565 3978/48/37 qkk true
true bcvserzqqhwuaqd 32 16055514773 mjngpghfxoero 45967049704962896 3384598254490 8415/33/92 jr false
true ebjeaqomfdgsieybyafdla 38047240 596 lovrrelzijcjlhoxjbghbwztehnndp 2 078647493594223783 5004/79/88 jjfndmlbhjj false
false zvlpqujtfc 4752559606932807 671 icdzw 86340094765672 2642588292558031 8144/16/57 gbdrvjxjphylbaamntcbifke true
false voduweynbjmkytklwknkagmdot 064614988765017894 80079 dfitzvoxvcrlthxovymulurtmdaqa 3721096476449515 6552339874428977 4875/62/22 kemfppvadhvmmoiuewc false
true wvjznryirkmfqdvndaxbmjru 1885925253223 59077 cbocyrohilngdwtdydznmjtvds 912 159332883563242 9293/77/84 euxpubmvgzzldtzsabpkz false
false br 91619781157 9478366 wnljntjkx 705517228377291 76 8560/72/10 ca false
false sabwrpsvhdcxsfounchslkke 1 7270411025 bywdxqknk 42694655764 466788257595 9691/72/33 liapqhtircmcoiqzivclydsasmp false
true qrft 7854046006878110528 506901091198952119 nf 182489766495 96307696840979 3194/27/96 gvjltw false
true sepyfbehxqepgxwbuiofar 426558087125 513499179 krhyyirjgwizxwarfhbm 2589590482133315 13317893 1509/95/35 uomzyzbremnkicxj true
false vrrusdzkmtxjnnymlxpfdcs 40079426 168960595 isfveemjhqdxczlaiukownoswqzu 6583879254 836440 2402/00/44 wxnqiutcr true
true jzkftbvrvzqxzcpvcvk 05 715322 iycsdxvaoqcgpbjexn 742 0145569293076 5335/17/49 xzpkbyzajhblembnaavqshdfwjknv true
false fveiwdk 808841618970 171052554 sabcwhnbtbtmbo 68960777093 401769 4099/90/50 taipeumavxtquwtnaj false
true kgcfrbeyaxtchigcuhxucp 59796718992 853312856528 pvxtknuxqwuedk 06 8351702267642 9749/59/75 hfykpfctsdsrg true
true kjzonqimgxyjgjdqodadj 8706284896984524 05 mwwpmkvonevlhfcbwgdbypfcqa 526120540099 54 1849/52/31 jmoncqghvpcjtsrkusrlbtopbtjheg false
true fdwxlfsckeweviaqz 92298763640727024677 51876876178 bliwfny 14106552443051732523 015955472306612 1875/42/51 zkxeqhmaevxmazjikpiyizhoqj false
false rbrczxuijxoeuchulpgbyfl 8815270869 5 uvqrkvomckatqd 58 663 1123/99/59 spoijyfxmjjmdzrwxgnlysuvj false
false llgdbunmuvlheuvjtng 3359787 63491920530807135 qmdyhavmwjopjoawbxrrxgxjqxgjg 65 3934716485929 9658/32/74 dgkpmkrlywlteeckkchzr true
true atsugbym 951943 668586965114 wzysr 625 9691536804674 4609/91/53 obmiymcrxgv false
true upqwraxtc 509854842482767420 180662703 ajreawyswiojykksvivfscl 179875 86 0006/68/38 yqhklfugkmkyllfnclofrazbmsmshc true
true zrgeloqzyonmuaohqvyqwbeony 228735178972181927 57419561343165 zmruhbdtlmtiiphtswcvbhzmatupft 20 09776981980 1149/93/94 xfyrwenj false
true jkvmtqewtepeazoxfzekwjkqhqdrby 02909998971 58159297584118649071 mwsib 705883033442128 570262107941977 6927/77/92 hmlzgvliqykxo true
true odku 30577558772641822 660933288 hahiyfuwstsx 457 698656 7792/98/03 uafvhztzulxlmo false
true rnnuaortclhxeergmoonh 458573345042 88839 tudx 9365159707 7254858218311 4426/52/55 hkotdxznbnbofhzlsflvwutpxn false
